latitude,longitude,walkscore,bikescore,transitscore
44.93139,-93.18562,61,69.0,None
44.93075,-93.18091,62,72.0,None
44.92896,-93.15495,71,69.0,None
44.96858,-93.10272,64,54.0,None
44.98373,-93.06828,67,63.0,None
44.94874,-93.01025,61,76.0,None
44.90704,-93.00020,3,NaN,None
44.97689,-92.99220,34,NaN,None
44.96425,-92.97727,35,NaN,None
44.92504,-92.93866,32,NaN,None
44.92645,-92.92784,38,NaN,None
44.93318,-92.89953,7,NaN,None
44.89503,-92.88115,1,NaN,None
44.98765,-93.19727,58,62.0,None
44.94175,-93.17802,80,74.0,None
44.97432,-93.11092,63,51.0,None
44.98320,-93.10284,63,54.0,None
44.92464,-93.08816,46,35.0,None
44.95029,-93.03131,49,45.0,None
44.98481,-93.02857,63,56.0,None
44.96693,-93.02324,46,49.0,None
44.99329,-93.00354,13,NaN,None
44.97687,-92.98605,48,NaN,None
44.91086,-92.98330,14,NaN,None
45.00141,-92.96990,10,NaN,None
44.89275,-92.96105,5,NaN,None
44.97406,-92.96058,8,NaN,None
44.96214,-92.93176,17,NaN,None
44.91603,-92.92797,47,NaN,None
44.87343,-92.91551,0,NaN,None
44.89637,-92.88253,2,NaN,None
44.90068,-92.87387,6,NaN,None
44.96679,-93.19910,78,80.0,None
44.92415,-93.19371,65,82.0,None
44.96361,-93.17439,72,79.0,None
44.92781,-93.16224,72,67.0,None
44.96458,-93.15479,49,64.0,None
44.92856,-93.15118,71,67.0,None
44.92493,-93.15116,70,59.0,None
44.98032,-93.04378,66,73.0,None
44.97510,-93.02771,46,48.0,None
44.93210,-92.99801,16,NaN,None
45.02411,-92.98340,39,NaN,None
44.96975,-92.97720,35,NaN,None
44.96978,-92.97717,35,NaN,None
44.90841,-92.97602,21,NaN,None
45.00665,-92.97334,10,NaN,None
44.89482,-92.94765,6,NaN,None
44.96119,-92.94545,29,NaN,None
44.90363,-92.93449,3,NaN,None
44.94297,-92.92436,59,NaN,None
44.89787,-92.90517,11,NaN,None
44.91373,-92.89885,12,NaN,None
44.91640,-92.89287,11,NaN,None
44.91036,-92.88377,5,NaN,None
44.90310,-92.87188,8,NaN,None
44.90923,-92.87059,10,NaN,None
44.93061,-93.18607,61,69.0,None
44.90008,-93.18093,44,57.0,None
44.97938,-93.16540,61,65.0,None
44.92705,-93.15905,76,64.0,None
44.95281,-93.14858,72,75.0,None
44.92952,-93.14180,48,59.0,None
44.95745,-93.14108,77,65.0,None
44.94935,-93.13615,74,59.0,None
44.97353,-93.13215,45,67.0,None
44.94508,-93.11829,80,72.0,None
44.97565,-93.11230,54,51.0,None
44.96820,-93.08258,68,73.0,None
44.98927,-93.07556,26,52.0,None
44.98280,-93.07074,65,61.0,None
44.99520,-93.04813,22,NaN,None
44.98465,-93.02979,58,55.0,None
44.97574,-93.02771,47,50.0,None
44.98826,-93.02675,71,58.0,None
45.02597,-93.02237,42,NaN,None
44.98086,-93.02133,37,57.0,None
44.96976,-93.01622,39,49.0,None
45.00616,-92.97813,18,NaN,None
45.01742,-92.95708,0,NaN,None
44.93990,-92.94546,47,NaN,None
44.88244,-92.91973,2,NaN,None
44.91711,-92.91242,14,NaN,None
44.93016,-92.89890,6,NaN,None
44.94300,-92.89838,53,NaN,None
44.91158,-93.18278,45,47.0,None
44.93402,-93.16269,69,68.0,None
44.98029,-93.13569,25,64.0,None
44.99107,-93.12705,18,38.0,None
44.98532,-93.11956,36,44.0,None
44.93689,-93.11687,55,79.0,None
44.98262,-93.11075,55,47.0,None
44.94349,-93.10956,75,64.0,None
44.96817,-93.10215,64,54.0,None
44.99675,-93.08746,27,NaN,None
44.97672,-93.07590,80,51.0,None
45.00628,-93.04678,28,NaN,None
44.95118,-93.03084,49,45.0,None
44.92864,-93.02083,4,27.0,None
44.96446,-93.01852,33,55.0,None
45.00667,-93.01792,34,NaN,None
44.94083,-92.94645,45,NaN,None
44.98839,-92.93086,1,NaN,None
44.87105,-92.92147,0,NaN,None
44.92374,-92.89223,13,NaN,None
44.90043,-92.86734,4,NaN,None
45.01770,-92.86511,10,NaN,None
44.95274,-93.17554,73,81.0,None
44.92864,-93.17261,61,70.0,None
44.95375,-93.16969,83,78.0,None
44.93691,-93.16492,71,71.0,None
44.97197,-93.15926,39,54.0,None
44.92398,-93.13517,66,63.0,None
44.94340,-93.13339,86,68.0,None
44.98938,-93.13186,20,41.0,None
44.95775,-93.04788,46,54.0,None
44.94218,-93.01902,14,51.0,None
44.99473,-93.01122,26,NaN,None
44.89715,-92.95620,3,NaN,None
44.90002,-92.95335,6,NaN,None
44.96695,-92.95263,34,NaN,None
44.91157,-92.94874,11,NaN,None
44.93906,-92.94302,56,NaN,None
44.91355,-92.94116,16,NaN,None
44.91716,-92.91504,14,NaN,None
44.91604,-92.90122,17,NaN,None
44.92289,-92.89090,11,NaN,None
44.90339,-92.87555,11,NaN,None
44.93514,-93.18912,56,67.0,None
44.99077,-93.15563,70,58.0,None
44.96664,-93.15348,40,59.0,None
44.96500,-93.14298,38,63.0,None
44.94004,-93.12645,87,74.0,None
44.91304,-92.96497,27,NaN,None
44.89537,-92.87928,0,NaN,None
44.90922,-92.87132,10,NaN,None
44.95640,-93.20557,27,72.0,None
44.93603,-93.18345,71,72.0,None
44.96323,-93.15361,45,65.0,None
44.92488,-93.13850,65,62.0,None
44.97064,-93.11116,63,53.0,None
44.95709,-93.11071,87,75.0,None
44.92979,-93.09874,44,65.0,None
44.92955,-93.08746,70,40.0,None
44.97863,-93.07121,77,54.0,None
44.97194,-93.05135,45,64.0,None
45.01929,-93.02641,28,NaN,None
44.99879,-93.01391,28,NaN,None
45.02953,-93.00789,38,NaN,None
44.91108,-92.99758,1,NaN,None
45.02500,-92.97303,16,NaN,None
44.90982,-92.97120,23,NaN,None
44.98274,-92.97024,3,NaN,None
44.96316,-92.96785,41,NaN,None
45.00815,-92.96063,9,NaN,None
44.91826,-92.95157,36,NaN,None
44.97344,-92.95124,16,NaN,None
44.89283,-92.93172,6,NaN,None
44.89816,-92.92433,13,NaN,None
44.90739,-92.91759,3,NaN,None
44.93388,-92.89790,11,NaN,None
44.91316,-92.89764,10,NaN,None
44.89758,-92.88594,1,NaN,None
44.91298,-92.88498,4,NaN,None
44.89765,-92.87620,5,NaN,None
44.98319,-93.20142,63,71.0,None
44.99022,-93.12771,18,38.0,None
44.98847,-93.10238,64,59.0,None
44.97233,-93.05869,62,51.0,None
45.01931,-93.02571,30,NaN,None
45.02882,-93.00379,34,NaN,None
44.89495,-92.93927,4,NaN,None
44.89146,-92.88833,0,NaN,None
44.89508,-92.87682,1,NaN,None
44.99707,-92.87100,11,NaN,None
45.01369,-93.17691,64,NaN,None
44.92177,-93.16281,61,57.0,None
44.92698,-93.13681,66,69.0,None
44.98627,-93.11342,45,41.0,None
44.94888,-93.09730,97,59.0,None
44.92604,-93.07947,70,48.0,None
44.97230,-93.06690,83,60.0,None
44.95297,-93.05635,56,55.0,None
44.96265,-93.04824,42,58.0,None
44.97458,-93.02922,47,47.0,None
44.99815,-93.02770,42,NaN,None
44.96468,-93.01186,39,62.0,None
44.93875,-93.00586,20,61.0,None
44.91138,-92.99320,2,NaN,None
44.97097,-92.95570,28,NaN,None
44.90630,-92.93584,2,NaN,None
44.96052,-92.92600,6,NaN,None
44.91774,-92.92112,24,NaN,None
44.89318,-92.90415,1,NaN,None
44.89651,-92.88632,1,NaN,None
44.90285,-92.86995,6,NaN,None
44.90534,-93.18649,33,64.0,None
44.96319,-93.17289,78,79.0,None
44.93353,-93.15783,62,68.0,None
44.93443,-93.15495,61,67.0,None
44.91975,-93.13990,57,72.0,None
44.99080,-93.13836,46,52.0,None
44.99181,-93.13591,40,NaN,None
44.93012,-93.10081,46,60.0,None
44.92800,-93.07586,65,45.0,None
44.98354,-93.07192,64,58.0,None
44.97315,-93.07177,86,55.0,None
44.97926,-93.05463,60,73.0,None
44.96775,-93.03638,39,37.0,None
44.96525,-93.01679,37,55.0,None
44.99334,-93.01556,40,NaN,None
44.92291,-93.00051,9,NaN,None
45.03074,-92.99838,14,NaN,None
44.95002,-92.97261,17,NaN,None
44.95383,-92.96755,35,NaN,None
44.97565,-92.96130,8,NaN,None
44.97217,-92.95555,28,NaN,None
44.91533,-93.17657,65,56.0,None
44.94404,-93.16996,81,79.0,None
44.96129,-93.16324,81,80.0,None
44.93109,-93.16309,69,69.0,None
44.93690,-93.16216,65,69.0,None
44.96031,-93.15396,57,72.0,None
44.93371,-93.15144,53,63.0,None
44.94820,-93.14517,75,69.0,None
44.96847,-93.11695,52,62.0,None
44.93011,-93.07329,65,50.0,None
44.98641,-93.07180,51,57.0,None
45.02373,-93.06257,4,NaN,None
45.00756,-93.02693,41,NaN,None
44.98452,-93.02662,65,55.0,None
44.99474,-93.01102,26,NaN,None
44.96462,-92.99683,29,NaN,None
44.98075,-92.97228,4,NaN,None
44.90624,-92.96644,20,NaN,None
44.98083,-92.95632,2,NaN,None
44.89698,-92.95619,3,NaN,None
44.92845,-92.93679,26,NaN,None
44.90398,-92.93032,5,NaN,None
44.91197,-92.89364,5,NaN,None
44.89236,-92.88729,1,NaN,None
44.90358,-93.18549,32,64.0,None
44.93428,-93.12252,61,77.0,None
44.97642,-93.06105,76,54.0,None
44.95109,-93.04536,31,63.0,None
44.99542,-93.04406,29,NaN,None
44.99240,-93.01684,53,NaN,None
45.03527,-92.99936,19,NaN,None
44.92638,-92.98368,14,NaN,None
44.89957,-92.92126,11,NaN,None
44.92077,-92.88650,11,NaN,None
44.89927,-92.88528,2,NaN,None
44.98785,-93.19727,58,62.0,None
44.94462,-93.19480,39,80.0,None
44.94301,-93.17666,80,76.0,None
44.96085,-93.16862,84,81.0,None
44.98103,-93.15606,51,76.0,None
44.93307,-93.15207,52,65.0,None
44.94149,-93.14095,88,72.0,None
44.94394,-93.11558,78,77.0,None
44.93871,-93.10233,66,67.0,None
44.98302,-93.06265,63,74.0,None
44.95413,-93.05625,57,54.0,None
45.00272,-93.04956,23,NaN,None
44.95390,-93.03775,36,36.0,None
44.99115,-93.03473,49,42.0,None
44.98392,-93.03099,48,51.0,None
44.95783,-93.01607,49,64.0,None
44.93066,-93.01387,16,45.0,None
45.02923,-93.00688,41,NaN,None
44.98147,-92.97383,15,NaN,None
44.91661,-92.96521,33,NaN,None
44.92179,-92.96402,53,NaN,None
44.96562,-92.95110,34,NaN,None
44.90616,-92.94704,7,NaN,None
44.91684,-92.94354,24,NaN,None
44.91431,-92.89574,8,NaN,None
44.94245,-92.89426,48,NaN,None
45.01106,-92.89093,1,NaN,None
44.92925,-92.88652,3,NaN,None
44.96612,-92.87832,4,NaN,None
44.90085,-92.87394,6,NaN,None
44.90252,-93.18351,40,63.0,None
44.93057,-93.17658,63,73.0,None
44.94567,-93.17387,80,78.0,None
44.98344,-93.16214,60,63.0,None
44.97897,-93.15890,50,79.0,None
44.93310,-93.15881,62,68.0,None
44.93173,-93.15495,64,68.0,None
44.92536,-93.15395,75,60.0,None
44.92699,-93.14111,62,69.0,None
44.92522,-93.13396,69,66.0,None
44.94861,-93.13345,73,57.0,None
44.99000,-93.12646,18,39.0,None
44.96660,-93.12244,54,70.0,None
44.92227,-93.07929,51,36.0,None
44.98017,-93.05411,53,69.0,None
44.98848,-93.04231,37,54.0,None
44.98928,-93.01534,47,60.0,None
44.96955,-93.01294,34,53.0,None
44.92987,-92.99828,17,NaN,None
45.01459,-92.96012,7,NaN,None
44.92158,-92.95277,49,NaN,None
44.95519,-92.95240,25,NaN,None
44.89295,-92.94982,2,NaN,None
44.94447,-92.94835,36,NaN,None
44.93117,-92.92889,24,NaN,None
44.89457,-92.92591,13,NaN,None
44.90933,-92.92284,8,NaN,None
44.93672,-92.91007,33,NaN,None
44.90306,-92.87330,8,NaN,None
44.96552,-93.20685,73,80.0,None
44.90250,-93.17267,69,54.0,None
44.92631,-93.16846,69,67.0,None
44.94229,-93.11853,75,77.0,None
44.94513,-93.11244,77,72.0,None
44.98838,-93.09810,26,58.0,None
44.94899,-93.09752,97,59.0,None
44.92783,-93.09682,47,58.0,None
44.99322,-93.08427,19,NaN,None
44.95015,-93.04360,28,63.0,None
45.00066,-93.03367,28,NaN,None
44.98998,-93.02956,67,57.0,None
44.89657,-92.97002,4,NaN,None
44.97222,-92.95552,28,NaN,None
44.92140,-92.95097,44,NaN,None
44.97921,-92.95035,1,NaN,None
44.96094,-92.93157,20,NaN,None
44.88217,-92.92164,3,NaN,None
44.94558,-92.91843,53,NaN,None
44.95828,-92.90396,4,NaN,None
44.90354,-92.89373,3,NaN,None
44.91181,-92.88612,5,NaN,None
44.93034,-92.87864,1,NaN,None
44.92584,-93.19644,14,58.0,None
44.92714,-93.18455,63,67.0,None
44.92978,-93.15890,70,69.0,None
44.98490,-93.13688,29,59.0,None
44.97200,-93.13429,38,58.0,None
44.96096,-93.11681,77,78.0,None
45.00045,-93.09708,19,NaN,None
44.95225,-93.09073,94,60.0,None
44.97020,-93.08456,63,68.0,None
44.96210,-93.05815,69,66.0,None
44.99433,-93.05292,9,NaN,None
44.97517,-93.04870,58,70.0,None
44.95685,-93.04861,45,57.0,None
44.94178,-93.01472,40,63.0,None
44.93031,-93.00057,21,NaN,None
44.90878,-92.97625,21,NaN,None
44.95854,-92.97612,24,NaN,None
44.96538,-92.96655,53,NaN,None
44.91356,-92.96059,20,NaN,None
44.98335,-92.95410,1,NaN,None
44.95663,-92.95336,24,NaN,None
44.93614,-92.91133,27,NaN,None
44.95548,-92.91022,0,NaN,None
44.91639,-92.87965,5,NaN,None
44.90055,-92.87431,6,NaN,None
44.94296,-93.16157,74,78.0,None
44.98705,-93.15951,51,56.0,None
44.97595,-93.15712,41,74.0,None
44.98911,-93.15631,63,57.0,None
44.96948,-93.14361,41,66.0,None
44.97228,-93.14277,36,72.0,None
44.92191,-93.10157,71,56.0,None
44.95883,-93.09998,78,58.0,None
45.00936,-93.08208,12,NaN,None
44.96229,-93.04745,42,58.0,None
44.97427,-93.03850,61,68.0,None
45.03233,-93.03138,55,NaN,None
44.98482,-93.03131,53,53.0,None
44.95776,-93.02813,46,47.0,None
44.98635,-93.01802,53,63.0,None
45.03135,-93.01095,58,NaN,None
44.94302,-93.00868,25,62.0,None
45.03311,-92.99279,10,NaN,None
44.95364,-92.97275,20,NaN,None
45.02468,-92.95830,1,NaN,None
44.98857,-92.95079,5,NaN,None
44.88634,-92.94929,10,NaN,None
45.01447,-92.93499,0,NaN,None
44.91475,-92.92196,22,NaN,None
44.89242,-92.90432,2,NaN,None
44.93552,-92.89558,15,NaN,None
44.93279,-92.88838,3,NaN,None
44.93274,-92.88246,2,NaN,None
44.94582,-93.16841,83,80.0,None
44.98024,-93.10578,69,50.0,None
44.97807,-93.10210,65,56.0,None
44.93521,-93.08829,59,51.0,None
44.92499,-93.08086,63,39.0,None
44.95776,-93.04708,45,58.0,None
45.00265,-93.03559,36,NaN,None
44.95877,-93.01482,44,62.0,None
44.97148,-93.01234,25,54.0,None
45.02889,-93.00323,24,NaN,None
44.92191,-93.00114,8,NaN,None
44.94793,-92.98950,15,NaN,None
44.95317,-92.94904,20,NaN,None
44.92378,-92.93102,55,NaN,None
44.91456,-92.89271,5,NaN,None
44.92947,-92.88786,3,NaN,None
45.00849,-92.87874,6,NaN,None
44.92713,-93.19146,54,78.0,None
44.90184,-93.17661,61,53.0,None
44.98766,-93.15365,62,58.0,None
44.96036,-93.14278,61,60.0,None
44.94085,-93.13011,89,69.0,None
44.98508,-93.12518,28,44.0,None
44.94794,-93.11557,82,70.0,None
44.93152,-93.10006,39,44.0,None
44.97763,-93.04933,66,73.0,None
45.03286,-93.03187,55,NaN,None
44.97251,-93.01183,19,53.0,None
44.90917,-92.97626,21,NaN,None
45.02001,-92.95816,1,NaN,None
44.94030,-92.92459,58,NaN,None
44.94503,-92.92001,56,NaN,None
44.93568,-92.89849,8,NaN,None
44.90070,-92.89224,4,NaN,None
44.92050,-92.88714,12,NaN,None
45.01049,-92.86762,14,NaN,None
44.93078,-93.18907,56,71.0,None
44.95336,-93.17325,80,75.0,None
44.95964,-93.16510,82,82.0,None
44.98251,-93.16129,63,71.0,None
44.92909,-93.14697,63,65.0,None
44.97429,-93.14378,37,71.0,None
44.94934,-93.14202,72,60.0,None
44.95883,-93.10003,78,58.0,None
44.98558,-93.08012,36,53.0,None
44.97937,-93.06830,78,55.0,None
44.97820,-93.06807,83,53.0,None
44.97684,-93.05882,72,63.0,None
45.00513,-93.05015,24,NaN,None
45.00719,-93.04650,32,NaN,None
44.98392,-93.03241,48,50.0,None
45.03344,-93.03157,55,NaN,None
44.97232,-93.02326,40,44.0,None
44.92807,-93.00214,19,NaN,None
45.02906,-92.99908,15,NaN,None
44.98806,-92.99803,13,NaN,None
44.91165,-92.98205,16,NaN,None
44.93306,-92.97731,27,NaN,None
44.91374,-92.96266,22,NaN,None
44.91875,-92.94865,28,NaN,None
44.92149,-92.89406,13,NaN,None
44.92849,-92.89171,3,NaN,None
44.91128,-92.88387,4,NaN,None
44.90055,-93.17563,64,68.0,None
44.95054,-93.17375,68,77.0,None
44.97662,-93.16214,54,70.0,None
44.98460,-93.16046,53,59.0,None
44.98895,-93.15307,69,57.0,None
44.94282,-93.14815,80,79.0,None
44.97429,-93.14252,37,71.0,None
44.97896,-93.10470,70,51.0,None
44.97531,-93.08482,57,59.0,None
44.95959,-93.05091,52,52.0,None
44.98326,-93.04450,40,65.0,None
44.98676,-93.01635,46,61.0,None
44.99965,-92.98432,35,NaN,None
44.90817,-92.97586,21,NaN,None
44.97039,-92.97561,28,NaN,None
44.97830,-92.97163,2,NaN,None
45.00351,-92.95919,7,NaN,None
44.91339,-92.94835,12,NaN,None
44.90780,-92.91444,6,NaN,None
44.91569,-92.91163,14,NaN,None
44.91169,-92.88636,5,NaN,None
44.89812,-92.87737,5,NaN,None
44.96662,-93.15848,56,61.0,None
44.92956,-93.14618,59,57.0,None
44.95672,-93.14434,79,70.0,None
44.97910,-93.13428,29,66.0,None
44.98754,-93.13096,19,39.0,None
44.94559,-93.11654,81,70.0,None
44.95576,-93.05913,58,52.0,None
44.99748,-93.02771,40,NaN,None
44.97325,-93.02439,40,44.0,None
44.91160,-92.98084,18,NaN,None
44.96329,-92.97821,35,NaN,None
44.90666,-92.96136,9,NaN,None
44.89202,-92.95845,5,NaN,None
45.01600,-92.95618,0,NaN,None
44.98403,-92.94713,2,NaN,None
44.90263,-92.89670,4,NaN,None
44.92029,-92.88963,13,NaN,None
44.94522,-93.18498,71,78.0,None
44.94871,-93.17441,74,78.0,None
44.92631,-93.17125,63,68.0,None
44.93269,-93.16585,73,71.0,None
44.91529,-93.14853,47,49.0,None
44.90952,-93.14756,31,52.0,None
44.96018,-93.13786,67,63.0,None
44.94164,-93.12457,84,73.0,None
44.98899,-93.07890,17,50.0,None
44.97040,-93.06310,79,71.0,None
44.98903,-93.04932,17,57.0,None
44.95768,-93.03748,36,41.0,None
44.98843,-93.03059,67,57.0,None
44.97527,-93.02771,47,50.0,None
44.95871,-93.01994,47,56.0,None
44.97855,-93.00845,4,46.0,None
44.91543,-92.95675,21,NaN,None
44.92068,-92.95645,45,NaN,None
44.96100,-92.93078,20,NaN,None
44.94050,-92.92405,52,NaN,None
44.87883,-92.91752,0,NaN,None
44.96663,-93.19777,76,78.0,None
44.94300,-93.18143,73,75.0,None
44.97762,-93.13042,35,71.0,None
44.95211,-93.09074,94,60.0,None
44.95675,-93.07659,70,65.0,None
44.95939,-93.05042,52,52.0,None
45.02916,-93.04917,15,NaN,None
44.97978,-93.03812,62,64.0,None
45.03358,-93.03331,50,NaN,None
44.95970,-93.01282,38,63.0,None
44.93673,-93.00786,18,60.0,None
44.93010,-93.00203,22,NaN,None
44.97277,-92.99652,20,NaN,None
44.92223,-92.94506,31,NaN,None
44.92266,-92.93097,58,NaN,None
44.91798,-92.92452,41,NaN,None
44.87234,-92.92084,0,NaN,None
44.89557,-92.87778,1,NaN,None
44.92899,-93.19260,46,77.0,None
44.90942,-93.18138,42,40.0,None
44.93180,-93.17377,66,72.0,None
44.92805,-93.16481,70,68.0,None
44.98537,-93.15567,47,67.0,None
44.94411,-93.11747,80,75.0,None
44.93892,-93.11276,65,80.0,None
44.97578,-93.11056,60,51.0,None
44.93287,-93.08936,65,60.0,None
45.00165,-93.04323,35,NaN,None
44.98711,-93.04321,43,62.0,None
44.98392,-93.03393,51,51.0,None
44.98451,-93.02278,62,63.0,None
44.99221,-93.00974,36,NaN,None
45.00290,-92.98181,14,NaN,None
44.95608,-92.96890,41,NaN,None
44.90653,-92.95597,12,NaN,None
44.89163,-92.94036,3,NaN,None
44.93605,-92.91267,24,NaN,None
44.92230,-92.90081,12,NaN,None
44.90119,-92.89907,8,NaN,None
44.93050,-92.88503,2,NaN,None
44.93583,-93.18774,67,68.0,None
44.94733,-93.12417,85,63.0,None
44.93521,-93.12169,54,71.0,None
44.93523,-93.11224,60,73.0,None
44.98989,-93.07461,26,52.0,None
44.97024,-93.06473,80,72.0,None
44.95056,-93.05670,57,70.0,None
44.97865,-93.05120,59,71.0,None
45.03085,-93.05063,3,NaN,None
44.95546,-93.03567,30,35.0,None
44.97420,-93.02899,47,47.0,None
44.93963,-92.94522,52,NaN,None
44.93989,-92.94317,52,NaN,None
44.92396,-92.93617,38,NaN,None
44.90641,-92.93348,4,NaN,None
44.92334,-92.92313,7,NaN,None
44.91093,-92.88375,4,NaN,None
44.89585,-92.88370,2,NaN,None
44.92879,-92.88303,3,NaN,None
44.91546,-93.17867,67,58.0,None
44.94405,-93.17765,79,78.0,None
44.93799,-93.15968,69,72.0,None
44.92063,-93.13878,57,69.0,None
44.95851,-93.12730,83,76.0,None
44.94317,-93.12062,76,75.0,None
44.93896,-93.11260,65,80.0,None
44.96163,-93.11221,80,74.0,None
44.92027,-93.10170,73,54.0,None
44.99389,-93.08324,20,NaN,None
44.99338,-93.06842,14,NaN,None
45.02780,-93.05876,1,NaN,None
45.00847,-93.03890,28,NaN,None
45.01980,-93.02659,28,NaN,None
44.95654,-93.02091,55,51.0,None
45.01551,-92.95287,0,NaN,None
44.88465,-92.95032,7,NaN,None
44.91925,-92.94635,34,NaN,None
44.93595,-92.93037,64,NaN,None
44.87134,-92.91430,0,NaN,None
44.87200,-92.91097,0,NaN,None
44.94513,-93.19385,44,79.0,None
44.96398,-93.17358,72,79.0,None
44.95361,-93.17325,80,75.0,None
44.93658,-93.17172,73,72.0,None
44.97747,-93.15882,51,80.0,None
44.98774,-93.14621,63,66.0,None
44.98854,-93.14114,46,63.0,None
44.95233,-93.13952,72,60.0,None
44.98053,-93.10876,55,48.0,None
44.94840,-93.06386,49,47.0,None
44.99308,-93.04325,33,NaN,None
44.97302,-93.04232,58,71.0,None
45.02670,-93.03047,54,NaN,None
44.96602,-93.02341,46,50.0,None
44.99379,-93.00985,26,NaN,None
45.02837,-93.00283,24,NaN,None
44.96314,-92.97983,44,NaN,None
44.96890,-92.96632,43,NaN,None
44.88659,-92.94930,10,NaN,None
44.99225,-92.93276,2,NaN,None
44.88206,-92.91922,1,NaN,None
44.92521,-92.88060,3,NaN,None
44.94283,-93.16791,81,77.0,None
44.92394,-93.12741,59,77.0,None
44.94115,-93.10293,88,74.0,None
44.98663,-93.08143,28,56.0,None
45.00704,-93.07250,5,NaN,None
44.98022,-93.06345,71,71.0,None
44.95013,-93.06113,56,65.0,None
45.00175,-93.02986,29,NaN,None
44.98374,-93.02259,57,62.0,None
44.95835,-93.01282,46,67.0,None
44.95530,-93.00595,49,70.0,None
45.03172,-92.99506,14,NaN,None
44.92731,-92.99324,11,NaN,None
44.94396,-92.98672,24,NaN,None
44.90240,-92.96081,14,NaN,None
45.01237,-92.96066,8,NaN,None
44.98230,-92.95690,1,NaN,None
44.98980,-92.95562,3,NaN,None
44.97336,-92.95541,22,NaN,None
44.92727,-92.88924,3,NaN,None
44.93381,-92.88402,2,NaN,None
44.92923,-92.87781,1,NaN,None
44.91145,-92.87727,9,NaN,None
44.90289,-92.87329,8,NaN,None
44.96543,-93.19604,75,74.0,None
44.95313,-93.19147,51,61.0,None
44.93445,-93.16426,71,70.0,None
44.98739,-93.16318,56,55.0,None
44.92445,-93.15463,75,60.0,None
44.96549,-93.15237,42,61.0,None
44.98974,-93.15170,71,58.0,None
44.96589,-93.14865,41,64.0,None
44.91594,-93.14791,47,49.0,None
44.92952,-93.14169,53,65.0,None
44.92778,-93.13574,65,73.0,None
44.92216,-93.12970,56,72.0,None
44.98966,-93.12965,18,41.0,None
44.97556,-93.12012,41,65.0,None
44.97424,-93.11990,44,67.0,None
44.94324,-93.11478,75,70.0,None
44.99930,-93.09259,22,NaN,None
44.97822,-93.05920,72,63.0,None
45.01479,-93.05716,16,NaN,None
44.98824,-93.04932,16,58.0,None
45.01929,-93.02711,28,NaN,None
44.97966,-93.02564,51,56.0,None
44.96733,-92.97308,25,NaN,None
45.00027,-92.97306,12,NaN,None
44.89644,-92.97202,3,NaN,None
44.91745,-92.96401,35,NaN,None
45.00344,-92.96270,12,NaN,None
44.93494,-92.91358,24,NaN,None
44.91911,-93.18905,84,68.0,None
44.95058,-93.18834,56,71.0,None
44.94848,-93.18477,69,79.0,None
44.92852,-93.16309,73,67.0,None
44.92930,-93.15661,72,69.0,None
44.95322,-93.13882,75,64.0,None
44.98296,-93.13061,23,45.0,None
44.99505,-93.08109,20,NaN,None
45.03625,-93.03208,47,NaN,None
44.97501,-93.01172,13,50.0,None
44.96730,-93.01009,33,58.0,None
44.90662,-93.00082,12,NaN,None
44.91313,-92.99658,1,NaN,None
44.94668,-92.98066,23,NaN,None
44.98183,-92.97287,8,NaN,None
44.95919,-92.96947,41,NaN,None
44.96862,-92.96751,43,NaN,None
44.98404,-92.96585,4,NaN,None
44.92218,-92.96241,56,NaN,None
45.00778,-92.96202,7,NaN,None
44.91452,-92.95057,15,NaN,None
44.91281,-92.91741,7,NaN,None
45.01036,-92.87885,4,NaN,None
44.90956,-92.87059,9,NaN,None
44.90818,-93.18583,45,69.0,None
44.93315,-93.17940,67,73.0,None
44.93057,-93.17442,61,71.0,None
44.93507,-93.16152,66,68.0,None
44.92097,-93.15716,59,55.0,None
44.96093,-93.14707,59,67.0,None
44.95491,-93.14002,80,67.0,None
44.98836,-93.13707,27,50.0,None
44.92344,-93.09905,64,49.0,None
44.99944,-93.08089,22,NaN,None
45.01071,-93.03835,25,NaN,None
44.98842,-93.02693,71,58.0,None
44.94223,-93.00855,22,60.0,None
44.93889,-92.90220,44,NaN,None
44.91217,-93.18490,63,57.0,None
44.89796,-93.18170,39,45.0,None
44.91805,-93.18019,70,63.0,None
44.93406,-93.17369,72,72.0,None
44.91532,-93.16844,50,50.0,None
44.98706,-93.15721,51,57.0,None
44.92999,-93.15028,64,68.0,None
44.94029,-93.11057,71,80.0,None
44.96552,-93.09385,40,53.0,None
44.92275,-93.08479,44,33.0,None
44.97867,-93.06263,76,64.0,None
44.99859,-93.03558,29,NaN,None
45.03461,-93.03064,48,NaN,None
44.97496,-93.02667,46,48.0,None
44.97763,-92.98068,46,NaN,None
44.90254,-92.96539,16,NaN,None
44.97713,-92.95691,6,NaN,None
44.88674,-92.94930,10,NaN,None
44.91677,-92.94837,26,NaN,None
44.93486,-92.89585,14,NaN,None
44.89701,-92.88519,1,NaN,None
44.89993,-92.88108,4,NaN,None
44.90285,-92.86993,6,NaN,None
44.96612,-93.20710,73,80.0,None
44.92636,-93.19164,54,78.0,None
44.97550,-93.19104,61,78.0,None
44.98706,-93.19051,70,62.0,None
44.93363,-93.18065,72,72.0,None
44.96357,-93.17830,60,80.0,None
44.94748,-93.15428,65,83.0,None
44.93131,-93.15379,64,68.0,None
44.95762,-93.14286,76,65.0,None
44.98020,-93.10876,55,48.0,None
