latitude,longitude,walkscore,bikescore,transitscore
44.95823,-93.09984,81,56.0,None
44.91908,-93.08789,45,43.0,None
45.00379,-93.08373,22,NaN,None
44.98184,-93.02866,51,52.0,None
44.97349,-93.01491,24,50.0,None
44.91828,-92.99684,2,NaN,None
44.91292,-92.98682,4,NaN,None
44.99965,-92.98428,35,NaN,None
44.90647,-92.96799,22,NaN,None
44.90107,-92.96556,14,NaN,None
44.98256,-92.94842,2,NaN,None
44.89933,-92.94003,4,NaN,None
44.90762,-92.90496,6,NaN,None
44.92342,-92.90193,13,NaN,None
44.90051,-92.89561,6,NaN,None
44.90262,-92.88730,3,NaN,None
44.93619,-93.18360,71,72.0,None
44.92951,-93.14047,53,65.0,None
44.94795,-93.10911,78,66.0,None
44.99668,-93.08800,26,NaN,None
44.92988,-93.08437,74,46.0,None
44.94296,-93.02403,32,54.0,None
44.96418,-93.02259,43,54.0,None
44.98631,-93.02230,68,64.0,None
44.98636,-93.01630,46,61.0,None
45.03509,-93.00180,23,NaN,None
45.00145,-92.96656,15,NaN,None
44.90253,-92.96516,16,NaN,None
44.94063,-92.95130,30,NaN,None
45.00932,-92.92597,0,NaN,None
44.93327,-92.89768,11,NaN,None
45.01754,-92.86407,10,NaN,None
44.93398,-93.19372,45,82.0,None
44.91889,-93.18739,86,65.0,None
44.91169,-93.17316,45,40.0,None
44.93236,-93.16931,71,71.0,None
44.92978,-93.15875,70,69.0,None
44.96143,-93.14489,61,65.0,None
44.94150,-93.14275,88,73.0,None
44.99166,-93.14014,53,55.0,None
44.97718,-93.12872,37,70.0,None
44.98940,-93.11816,22,27.0,None
44.97980,-93.11216,47,48.0,None
44.98891,-93.10374,67,64.0,None
44.93242,-93.09173,61,62.0,None
44.93117,-93.09079,59,54.0,None
44.98376,-93.06299,63,74.0,None
44.97864,-93.05033,59,71.0,None
44.96970,-93.02341,50,46.0,None
44.92775,-93.00287,21,NaN,None
44.99531,-93.00224,24,NaN,None
44.92109,-93.00196,4,NaN,None
45.00287,-92.98160,14,NaN,None
44.90985,-92.97581,23,NaN,None
44.95401,-92.97342,20,NaN,None
44.89128,-92.96700,4,NaN,None
44.91631,-92.94564,23,NaN,None
44.93917,-92.94546,42,NaN,None
44.95226,-92.92160,14,NaN,None
44.92355,-93.17784,46,61.0,None
44.90266,-93.17317,69,54.0,None
44.92584,-93.17155,63,68.0,None
44.93398,-93.15222,53,63.0,None
44.92975,-93.15127,66,69.0,None
44.95121,-93.14262,69,60.0,None
44.92612,-93.13564,67,67.0,None
44.92490,-93.09779,57,46.0,None
44.99882,-93.09438,27,NaN,None
44.92477,-93.08625,50,38.0,None
45.03519,-93.05020,2,NaN,None
45.01386,-93.03358,27,NaN,None
44.96418,-93.01581,37,57.0,None
44.95784,-93.01446,52,67.0,None
44.94702,-92.99657,6,NaN,None
44.92696,-92.99050,9,NaN,None
44.91702,-92.98603,7,NaN,None
44.90631,-92.96815,22,NaN,None
44.89129,-92.96602,4,NaN,None
44.89853,-92.95518,2,NaN,None
44.92341,-92.93107,55,NaN,None
44.92426,-92.91416,6,NaN,None
44.89935,-92.88682,2,NaN,None
44.90014,-92.88601,2,NaN,None
44.90853,-92.88176,8,NaN,None
45.00877,-92.88013,8,NaN,None
44.90244,-92.87194,8,NaN,None
44.93895,-93.18359,75,72.0,None
44.96132,-93.17123,82,79.0,None
44.97998,-93.16386,65,69.0,None
44.96728,-93.15605,49,58.0,None
44.98152,-93.12727,26,51.0,None
44.92623,-93.09477,47,41.0,None
45.01874,-93.06525,9,NaN,None
45.00783,-93.04374,37,NaN,None
44.96867,-93.04355,51,66.0,None
44.98184,-93.02450,56,60.0,None
44.97502,-93.00950,9,51.0,None
44.99326,-93.00354,13,NaN,None
44.98035,-92.98785,23,NaN,None
44.91428,-92.98607,5,NaN,None
44.93295,-92.96869,26,NaN,None
44.93096,-92.89702,5,NaN,None
44.92845,-92.87975,2,NaN,None
44.93409,-93.18359,69,71.0,None
44.95493,-93.16969,86,76.0,None
44.93251,-93.16823,67,69.0,None
44.98691,-93.16319,54,55.0,None
44.96013,-93.16008,76,79.0,None
44.95402,-93.14249,77,66.0,None
44.92310,-93.13933,60,64.0,None
44.95011,-93.13799,72,59.0,None
44.94056,-93.12532,87,74.0,None
44.93171,-93.11972,57,78.0,None
44.92336,-93.10196,67,57.0,None
44.99026,-93.08053,23,50.0,None
44.92551,-93.07877,64,45.0,None
44.95628,-93.06903,71,71.0,None
44.97024,-93.06190,77,68.0,None
44.95350,-93.03627,39,37.0,None
45.03220,-93.03347,50,NaN,None
45.02047,-93.02795,25,NaN,None
44.98092,-93.01636,20,53.0,None
44.94538,-93.01245,50,68.0,None
44.98134,-93.01158,12,51.0,None
44.97830,-93.00098,7,NaN,None
44.89584,-92.97339,1,NaN,None
45.01784,-92.96813,8,NaN,None
44.95559,-92.96784,36,NaN,None
44.92068,-92.95629,45,NaN,None
44.91892,-92.94820,31,NaN,None
44.90631,-92.92453,4,NaN,None
44.87928,-92.91661,0,NaN,None
44.91693,-92.89078,8,NaN,None
44.92751,-93.17975,58,72.0,None
44.90396,-93.16341,63,63.0,None
44.92496,-93.15552,76,61.0,None
44.94283,-93.15236,71,79.0,None
44.95806,-93.12664,85,79.0,None
44.97764,-93.11473,52,51.0,None
44.99457,-93.09637,36,NaN,None
44.94936,-93.08889,96,74.0,None
44.99386,-93.01146,30,NaN,None
44.99749,-93.00943,25,NaN,None
44.97019,-92.97654,28,NaN,None
44.91182,-92.97179,24,NaN,None
44.89627,-92.97150,3,NaN,None
45.00569,-92.96937,5,NaN,None
44.97671,-92.96242,11,NaN,None
44.90683,-92.93036,6,NaN,None
44.92397,-92.92963,55,NaN,None
44.93794,-92.92612,59,NaN,None
44.94256,-92.90195,49,NaN,None
44.94258,-92.89820,53,NaN,None
44.94245,-92.89427,48,NaN,None
44.90043,-92.88480,2,NaN,None
44.90085,-92.87164,4,NaN,None
44.93134,-93.17912,59,70.0,None
44.92927,-93.15005,64,68.0,None
44.94492,-93.14763,79,77.0,None
44.92311,-93.14693,54,48.0,None
44.93851,-93.10149,66,67.0,None
44.97467,-93.09420,40,63.0,None
44.92155,-93.08367,46,34.0,None
44.95815,-93.08061,70,71.0,None
44.95065,-93.05044,46,68.0,None
44.95005,-93.04518,31,63.0,None
44.98679,-93.02265,68,64.0,None
44.98540,-93.02136,59,64.0,None
44.95920,-92.96785,45,NaN,None
44.97536,-92.95165,9,NaN,None
44.93107,-92.91382,7,NaN,None
44.95849,-92.90396,4,NaN,None
44.91413,-93.18007,65,53.0,None
44.90006,-93.17908,52,67.0,None
44.91713,-93.17574,61,56.0,None
44.92695,-93.13200,69,70.0,None
44.95473,-93.13197,81,69.0,None
44.93016,-93.12584,64,79.0,None
44.94464,-93.11220,77,72.0,None
44.99169,-93.07754,16,49.0,None
44.94557,-93.01651,43,63.0,None
45.03515,-93.00306,24,NaN,None
44.92670,-93.00236,19,NaN,None
44.92336,-92.99942,9,NaN,None
44.91180,-92.97265,27,NaN,None
44.90015,-92.96716,10,NaN,None
44.89129,-92.96613,4,NaN,None
44.89501,-92.96319,6,NaN,None
45.02432,-92.95213,0,NaN,None
44.90691,-92.93277,5,NaN,None
44.90407,-92.93011,5,NaN,None
44.91781,-92.92444,41,NaN,None
44.93686,-92.90702,36,NaN,None
44.90477,-92.89816,0,NaN,None
44.93056,-93.17313,61,70.0,None
44.92404,-93.17140,55,63.0,None
44.91364,-93.16916,40,45.0,None
44.94280,-93.16111,72,76.0,None
44.94863,-93.11963,81,70.0,None
44.94559,-93.11626,81,70.0,None
44.97480,-93.11115,63,51.0,None
44.92101,-93.10297,70,57.0,None
45.00377,-93.08452,22,NaN,None
44.99795,-93.04070,30,NaN,None
45.00244,-93.03194,37,NaN,None
44.98750,-92.94752,7,NaN,None
44.98872,-92.93402,1,NaN,None
44.92305,-92.92964,55,NaN,None
44.92889,-92.92527,15,NaN,None
44.89959,-92.92122,10,NaN,None
44.95413,-92.92075,11,NaN,None
44.90108,-92.87445,6,NaN,None
44.90122,-92.87339,6,NaN,None
44.93181,-93.19211,46,78.0,None
44.96123,-93.16509,82,81.0,None
44.94503,-93.15426,66,78.0,None
44.96540,-93.14623,43,62.0,None
44.97724,-93.10044,62,59.0,None
44.98753,-93.08355,25,62.0,None
44.99805,-93.06958,12,NaN,None
44.97595,-93.05814,70,58.0,None
45.03482,-93.04903,2,NaN,None
44.99721,-93.03815,26,NaN,None
44.97174,-93.02794,47,43.0,None
44.94626,-93.01468,64,72.0,None
44.99168,-92.99912,21,NaN,None
44.90948,-92.97619,23,NaN,None
44.97644,-92.96260,11,NaN,None
44.88466,-92.94934,8,NaN,None
44.91628,-92.94479,26,NaN,None
44.93873,-92.89488,33,NaN,None
44.92368,-92.89275,13,NaN,None
44.92946,-92.87959,2,NaN,None
44.90117,-92.87384,6,NaN,None
44.92178,-93.16938,55,61.0,None
44.97996,-93.10579,69,50.0,None
44.92444,-93.07684,58,39.0,None
44.98657,-93.07226,51,57.0,None
44.99528,-93.01893,54,NaN,None
44.95838,-93.01751,47,60.0,None
44.91176,-92.97376,26,NaN,None
44.86555,-92.96461,1,NaN,None
44.89228,-92.95749,5,NaN,None
44.91986,-93.18029,65,63.0,None
44.93404,-93.17112,73,71.0,None
44.96728,-93.15558,49,58.0,None
44.92965,-93.14552,59,57.0,None
44.92246,-93.13857,58,68.0,None
44.97265,-93.13093,45,68.0,None
44.94310,-93.12100,80,73.0,None
44.98942,-93.11817,22,27.0,None
44.97540,-93.10183,66,57.0,None
44.92890,-93.07731,75,49.0,None
44.97643,-93.05391,63,67.0,None
44.96501,-93.04483,45,61.0,None
45.00110,-93.03066,29,NaN,None
44.99431,-93.02771,60,NaN,None
44.95652,-93.00907,39,70.0,None
44.94705,-92.99216,12,NaN,None
44.89273,-92.96109,4,NaN,None
44.90234,-92.95649,12,NaN,None
44.93962,-92.91882,42,NaN,None
44.92912,-92.87027,0,NaN,None
44.90236,-93.18275,40,63.0,None
44.93223,-93.16332,71,69.0,None
44.92458,-93.15416,75,60.0,None
44.93127,-93.12562,61,78.0,None
44.98995,-93.10715,71,62.0,None
44.94798,-93.08658,93,72.0,None
44.95424,-93.05811,56,55.0,None
45.03475,-93.04916,2,NaN,None
44.96469,-93.02257,43,54.0,None
44.96806,-93.01189,34,55.0,None
44.91161,-92.98249,16,NaN,None
44.89682,-92.97026,4,NaN,None
44.94109,-92.94709,41,NaN,None
44.94109,-92.94693,41,NaN,None
44.92287,-92.92792,31,NaN,None
44.91846,-92.92173,33,NaN,None
44.91469,-92.89911,14,NaN,None
44.94120,-92.89292,39,NaN,None
44.89144,-92.88550,0,NaN,None
44.91314,-92.88319,4,NaN,None
44.90142,-92.87347,6,NaN,None
44.89694,-92.86855,1,NaN,None
44.96316,-93.19248,69,67.0,None
44.94284,-93.18207,73,75.0,None
44.93360,-93.17759,73,72.0,None
44.91413,-93.16811,44,46.0,None
44.93095,-93.15696,68,70.0,None
44.94588,-93.14786,76,77.0,None
44.94025,-93.13167,90,69.0,None
44.94846,-93.12213,82,69.0,None
44.99081,-93.11945,15,29.0,None
44.92182,-93.10052,71,45.0,None
44.92326,-93.07084,28,26.0,None
44.94999,-93.04360,28,63.0,None
44.97075,-93.03536,40,42.0,None
44.96586,-93.01142,36,59.0,None
45.01931,-92.98235,37,NaN,None
45.01312,-92.98071,34,NaN,None
44.91176,-92.97370,27,NaN,None
44.96603,-92.97012,30,NaN,None
44.90746,-92.95994,13,NaN,None
45.01546,-92.95721,0,NaN,None
44.98611,-92.95574,1,NaN,None
44.97941,-92.94927,1,NaN,None
44.94466,-92.94790,35,NaN,None
44.89875,-92.93891,4,NaN,None
44.91683,-92.92172,29,NaN,None
44.93549,-92.89316,8,NaN,None
44.98665,-93.19728,63,63.0,None
44.98938,-93.13580,32,50.0,None
44.96017,-93.13021,76,70.0,None
44.92390,-93.12955,60,81.0,None
44.95765,-93.11661,86,83.0,None
44.92182,-93.10171,71,56.0,None
44.98842,-93.08229,28,59.0,None
44.96917,-93.07182,84,72.0,None
44.92017,-93.06210,5,21.0,None
44.96548,-93.03307,38,42.0,None
44.98487,-93.02043,59,64.0,None
44.96649,-93.01695,38,52.0,None
45.01413,-92.96238,8,NaN,None
45.01875,-92.96180,5,NaN,None
44.88404,-92.95088,7,NaN,None
44.98364,-92.94594,3,NaN,None
45.03410,-92.94249,0,NaN,None
44.92587,-92.90715,11,NaN,None
44.92128,-92.89072,10,NaN,None
44.93584,-93.15290,59,67.0,None
44.92111,-93.12957,30,59.0,None
44.96818,-92.97654,25,NaN,None
44.93835,-92.97620,26,NaN,None
44.96880,-92.95094,29,NaN,None
44.95977,-92.94845,27,NaN,None
44.89554,-92.92216,12,NaN,None
44.88027,-92.91791,1,NaN,None
44.91720,-92.89000,8,NaN,None
44.99480,-92.87797,25,NaN,None
44.89835,-93.18383,21,41.0,None
44.94511,-93.15466,66,78.0,None
44.94348,-93.13929,81,71.0,None
44.97346,-93.12647,47,71.0,None
44.97761,-93.10215,65,56.0,None
44.97287,-93.05608,56,58.0,None
44.94684,-93.03590,25,42.0,None
44.97186,-93.02686,46,44.0,None
44.98390,-93.02271,57,62.0,None
45.03010,-93.00391,36,NaN,None
44.92181,-93.00004,6,NaN,None
44.89673,-92.97397,1,NaN,None
44.89938,-92.96521,11,NaN,None
45.00830,-92.96072,8,NaN,None
45.02407,-92.95617,1,NaN,None
44.94637,-92.95060,34,NaN,None
44.96120,-92.93202,22,NaN,None
44.92859,-92.92671,21,NaN,None
44.94610,-92.91680,48,NaN,None
44.91734,-92.91497,14,NaN,None
44.87200,-92.91284,0,NaN,None
44.89875,-92.88753,2,NaN,None
44.91569,-92.88391,4,NaN,None
44.91472,-92.87918,6,NaN,None
44.93316,-93.19643,30,68.0,None
44.91622,-93.17378,55,52.0,None
44.92862,-93.17320,61,70.0,None
44.94360,-93.16529,78,77.0,None
44.95925,-93.15281,62,73.0,None
44.98515,-93.12648,27,44.0,None
44.93785,-93.11959,63,59.0,None
44.98264,-93.11284,45,48.0,None
44.93091,-93.09764,41,52.0,None
44.94884,-93.08999,97,70.0,None
44.98903,-93.07474,26,52.0,None
44.97936,-93.06970,78,55.0,None
44.95402,-93.03531,39,37.0,None
44.98814,-93.01786,58,64.0,None
44.98901,-92.97172,7,NaN,None
44.90094,-92.96840,11,NaN,None
44.90636,-92.94629,4,NaN,None
44.96091,-92.92058,1,NaN,None
44.90906,-92.91799,4,NaN,None
44.92323,-92.88143,7,NaN,None
44.95558,-93.20227,32,71.0,None
44.92991,-93.16734,71,69.0,None
44.90600,-93.16077,58,59.0,None
44.94133,-93.14431,88,74.0,None
44.98225,-93.12723,26,51.0,None
44.97698,-93.11091,59,50.0,None
44.92395,-93.10438,58,65.0,None
44.96172,-93.08205,51,64.0,None
44.96285,-93.02202,41,56.0,None
44.95879,-93.01298,38,63.0,None
44.95944,-93.00504,42,64.0,None
44.91786,-93.00265,2,NaN,None
44.97956,-92.98843,19,NaN,None
44.90877,-92.97602,21,NaN,None
44.98516,-92.96270,5,NaN,None
45.01275,-92.96236,8,NaN,None
44.89637,-92.95726,4,NaN,None
44.93359,-92.95176,35,NaN,None
44.93645,-92.92193,30,NaN,None
44.92740,-92.91837,5,NaN,None
44.87250,-92.91210,0,NaN,None
44.92075,-92.88942,13,NaN,None
44.90316,-92.88606,4,NaN,None
44.89513,-92.88378,1,NaN,None
44.93409,-93.18371,69,71.0,None
44.97908,-93.13373,28,66.0,None
44.94541,-93.09977,96,76.0,None
44.93203,-93.09545,45,49.0,None
44.92733,-93.08320,71,46.0,None
44.97614,-93.07956,72,50.0,None
45.00436,-93.06791,5,NaN,None
44.96920,-93.06683,84,67.0,None
44.98458,-93.04450,43,64.0,None
44.99537,-93.02771,50,NaN,None
44.97012,-93.01832,41,48.0,None
44.91644,-92.95930,17,NaN,None
44.89838,-92.95243,5,NaN,None
45.00410,-92.94060,7,NaN,None
44.90681,-92.92451,4,NaN,None
44.87344,-92.91427,0,NaN,None
44.92502,-92.90722,12,NaN,None
44.93984,-93.16308,77,73.0,None
44.93169,-93.15850,66,69.0,None
44.92688,-93.15482,77,64.0,None
44.95671,-93.14040,81,67.0,None
44.92611,-93.13741,63,67.0,None
44.92070,-93.13000,44,69.0,None
44.98924,-93.09933,33,55.0,None
44.97283,-93.05784,62,51.0,None
44.95415,-93.05079,39,NaN,None
44.99067,-93.04734,21,54.0,None
44.95016,-93.03453,43,42.0,None
45.03531,-93.02950,50,NaN,None
44.97685,-92.99892,15,NaN,None
45.00056,-92.98330,33,NaN,None
44.90943,-92.96842,23,NaN,None
44.91360,-92.95538,15,NaN,None
44.91887,-92.94817,31,NaN,None
44.89876,-92.93902,4,NaN,None
45.00575,-92.93761,2,NaN,None
44.91405,-92.93129,41,NaN,None
44.92189,-92.93031,58,NaN,None
44.90561,-92.91796,3,NaN,None
44.89840,-92.88690,1,NaN,None
44.93134,-93.18034,56,71.0,None
44.98872,-93.15560,57,56.0,None
44.93129,-93.15312,61,66.0,None
44.98721,-93.10703,71,61.0,None
44.99038,-93.04036,32,42.0,None
44.95688,-93.03773,36,37.0,None
45.03233,-93.03286,50,NaN,None
44.92508,-92.99815,12,NaN,None
44.94772,-92.99159,13,NaN,None
45.01043,-92.98204,37,NaN,None
44.95748,-92.97340,25,NaN,None
44.90827,-92.94018,12,NaN,None
44.94625,-92.91615,45,NaN,None
44.95282,-92.90755,8,NaN,None
44.91176,-92.87738,9,NaN,None
44.89589,-92.87429,3,NaN,None
44.91706,-93.18089,75,61.0,None
44.90264,-93.16675,66,73.0,None
44.93186,-93.16669,73,71.0,None
44.98731,-93.14543,63,66.0,None
44.96018,-93.13587,67,65.0,None
44.95852,-93.12983,80,71.0,None
44.94414,-93.12383,86,64.0,None
44.99835,-93.09167,27,NaN,None
44.97078,-93.08538,57,64.0,None
44.92229,-93.07057,21,22.0,None
44.95321,-92.98363,22,NaN,None
44.91004,-92.98354,11,NaN,None
44.89769,-92.95595,2,NaN,None
44.95260,-92.93574,29,NaN,None
44.88179,-92.92189,3,NaN,None
44.87293,-92.91613,0,NaN,None
44.95291,-92.90742,8,NaN,None
44.90942,-92.89487,3,NaN,None
44.92289,-92.89085,11,NaN,None
45.00841,-92.87676,9,NaN,None
44.89433,-92.87466,1,NaN,None
44.91861,-93.17330,56,58.0,None
44.94281,-93.14486,84,76.0,None
44.97298,-93.13971,38,71.0,None
44.94861,-93.12813,81,63.0,None
44.93903,-93.10114,67,70.0,None
44.99126,-93.07379,23,47.0,None
45.01664,-93.05657,16,NaN,None
44.97144,-93.05381,48,60.0,None
44.97743,-93.02869,55,54.0,None
44.97953,-93.02064,35,55.0,None
44.90015,-92.96722,10,NaN,None
44.97072,-92.96156,36,NaN,None
44.86919,-92.95471,0,NaN,None
44.88030,-92.91733,1,NaN,None
44.87343,-92.91644,0,NaN,None
44.90305,-92.89395,4,NaN,None
44.89830,-92.88592,1,NaN,None
44.89387,-92.87340,0,NaN,None
44.95022,-93.17485,70,77.0,None
44.94590,-93.15132,70,80.0,None
44.94510,-93.12976,85,65.0,None
44.97305,-93.11241,60,53.0,None
44.97760,-93.11072,59,50.0,None
44.93903,-93.10109,67,70.0,None
44.96274,-93.08234,64,70.0,None
44.96183,-93.08155,69,74.0,None
44.99093,-93.07718,22,50.0,None
44.96320,-93.07455,81,73.0,None
44.97638,-93.05062,61,71.0,None
44.96501,-93.04430,45,61.0,None
44.96561,-93.02914,45,47.0,None
44.94557,-93.01660,43,63.0,None
44.95480,-93.00748,44,70.0,None
45.00275,-92.98192,14,NaN,None
44.91896,-92.96123,43,NaN,None
44.90469,-92.95013,4,NaN,None
44.98100,-92.94544,2,NaN,None
44.93767,-92.92085,35,NaN,None
44.89371,-92.90858,1,NaN,None
44.90864,-93.18909,33,60.0,None
44.94003,-93.18480,73,73.0,None
44.93359,-93.17989,72,72.0,None
44.91169,-93.17362,43,42.0,None
44.93251,-93.16840,67,69.0,None
44.94430,-93.12856,87,65.0,None
44.92463,-93.08793,46,35.0,None
44.99208,-93.08439,19,NaN,None
44.97552,-93.05915,70,58.0,None
44.97042,-93.05306,41,62.0,None
44.95112,-93.04266,19,57.0,None
45.00758,-93.02922,39,NaN,None
44.91381,-92.93015,21,NaN,None
44.87369,-92.91792,0,NaN,None
44.90116,-92.89616,6,NaN,None
44.90649,-92.89113,1,NaN,None
44.89444,-92.88779,1,NaN,None
44.89905,-92.88753,2,NaN,None
44.91496,-92.88532,7,NaN,None
44.92410,-93.19030,73,74.0,None
44.91261,-93.18601,72,63.0,None
44.91099,-93.17685,45,44.0,None
44.95680,-93.15830,84,79.0,None
44.98998,-93.14682,72,67.0,None
44.93459,-93.13176,63,55.0,None
44.97038,-93.12951,51,64.0,None
44.93610,-93.12835,72,62.0,None
44.97989,-93.11239,47,48.0,None
44.98438,-93.10796,67,56.0,None
45.02116,-93.05351,19,NaN,None
44.94862,-93.05283,51,67.0,None
44.97862,-93.01788,24,53.0,None
44.99436,-93.01159,30,NaN,None
44.97961,-92.98663,21,NaN,None
44.91241,-92.98060,20,NaN,None
44.87488,-92.97637,3,NaN,None
44.98179,-92.96995,3,NaN,None
45.00268,-92.92870,0,NaN,None
45.00709,-92.88117,17,NaN,None
44.90293,-92.87037,7,NaN,None
44.90839,-93.18771,48,69.0,None
44.96639,-93.17968,38,69.0,None
44.93244,-93.16449,72,70.0,None
44.96651,-93.16373,69,70.0,None
44.96527,-93.15687,55,62.0,None
44.93398,-93.15207,53,63.0,None
44.96324,-93.14391,55,65.0,None
44.96832,-93.14339,36,64.0,None
44.97262,-93.08582,54,60.0,None
45.00951,-93.08290,12,NaN,None
44.97934,-93.07172,76,54.0,None
44.95688,-93.03718,36,37.0,None
44.99929,-93.02793,32,NaN,None
44.99091,-93.01897,64,61.0,None
44.97169,-92.98471,53,NaN,None
44.94171,-92.97906,23,NaN,None
44.98169,-92.96982,3,NaN,None
44.97052,-92.96428,42,NaN,None
44.93877,-92.94542,42,NaN,None
44.93136,-92.93300,44,NaN,None
44.93245,-92.89836,8,NaN,None
44.95475,-93.17049,85,75.0,None
44.92132,-93.16049,63,59.0,None
44.96516,-93.15902,59,65.0,None
44.95655,-93.15047,76,74.0,None
44.98401,-93.11759,39,40.0,None
44.96622,-93.09540,43,53.0,None
44.95157,-93.09106,95,56.0,None
44.97742,-93.06799,83,53.0,None
44.99513,-93.04813,22,NaN,None
44.98043,-93.04301,66,73.0,None
45.00008,-93.03708,30,NaN,None
45.00968,-93.02269,50,NaN,None
44.98374,-93.01948,48,61.0,None
44.96920,-93.01591,37,49.0,None
44.95920,-92.97129,35,NaN,None
44.90054,-92.97062,8,NaN,None
45.01499,-92.95975,7,NaN,None
44.90735,-92.95610,12,NaN,None
44.89198,-92.93243,5,NaN,None
44.91353,-92.93176,39,NaN,None
44.92499,-92.92628,24,NaN,None
44.93842,-92.88817,9,NaN,None
44.91910,-93.17477,59,58.0,None
44.90721,-93.16363,29,26.0,None
44.95671,-93.15032,76,74.0,None
44.97513,-93.14376,37,71.0,None
44.93062,-93.12822,60,75.0,None
44.98544,-93.12778,25,43.0,None
44.95384,-93.12689,84,77.0,None
44.96942,-93.12510,52,72.0,None
44.98441,-93.12015,36,44.0,None
44.98165,-93.11767,34,37.0,None
44.98341,-93.11481,45,40.0,None
44.97544,-93.08103,69,52.0,None
44.99121,-93.07485,22,48.0,None
44.99237,-93.06999,16,NaN,None
44.97024,-93.06265,79,71.0,None
44.96154,-93.02519,48,55.0,None
44.96977,-93.01652,39,49.0,None
44.98090,-93.00875,4,46.0,None
44.91608,-93.00502,5,33.0,None
44.93095,-92.99819,18,NaN,None
44.94208,-92.98802,29,NaN,None
44.89437,-92.95530,3,NaN,None
45.01690,-92.94894,0,NaN,None
44.92482,-92.93850,32,NaN,None
44.92468,-92.93111,53,NaN,None
44.93990,-92.89203,30,NaN,None
44.94956,-93.18851,55,71.0,None
44.91543,-93.18300,77,60.0,None
44.96702,-93.17968,38,69.0,None
44.90054,-93.17877,56,58.0,None
44.95415,-93.17560,77,80.0,None
44.98667,-93.15795,51,57.0,None
44.93340,-93.15549,60,67.0,None
44.95928,-93.14108,70,63.0,None
44.98492,-93.13098,25,43.0,None
44.93617,-93.12807,70,59.0,None
44.92391,-93.10574,58,65.0,None
44.97582,-93.07540,82,53.0,None
44.97943,-93.05411,60,73.0,None
45.00851,-93.04688,34,NaN,None
44.92656,-93.01559,4,34.0,None
44.96371,-93.01248,39,62.0,None
44.97567,-92.99382,27,NaN,None
44.90131,-92.95199,7,NaN,None
44.92741,-92.92199,6,NaN,None
44.93906,-92.91590,41,NaN,None
44.92775,-92.90842,7,NaN,None
44.91561,-92.87603,4,NaN,None
44.93421,-93.17960,72,72.0,None
44.94925,-93.17119,79,77.0,None
44.90483,-93.16332,59,46.0,None
44.93244,-93.16322,71,69.0,None
44.92705,-93.15852,76,64.0,None
44.93247,-93.15243,55,67.0,None
44.93511,-93.13360,72,67.0,None
44.97328,-93.07707,82,48.0,None
44.98391,-93.06701,66,66.0,None
45.00506,-93.05023,24,NaN,None
45.00366,-93.04982,23,NaN,None
45.03633,-93.03292,42,NaN,None
44.99966,-92.98407,33,NaN,None
44.98181,-92.94851,2,NaN,None
44.96125,-92.94582,29,NaN,None
44.92304,-92.92957,55,NaN,None
44.93288,-92.92525,27,NaN,None
44.94248,-92.91660,43,NaN,None
44.93641,-92.91041,33,NaN,None
44.91665,-92.89016,12,NaN,None
44.89973,-92.88355,4,NaN,None
45.00315,-92.87810,40,NaN,None
44.94649,-93.19730,36,68.0,None
44.93404,-93.19332,45,82.0,None
44.90560,-93.18156,39,52.0,None
44.98219,-93.16661,66,60.0,None
45.00115,-93.09469,16,NaN,None
44.92638,-93.07501,61,45.0,None
44.98151,-93.07465,64,57.0,None
44.98091,-93.05662,57,73.0,None
44.94783,-93.03335,31,43.0,None
44.97999,-93.01732,25,55.0,None
44.95593,-93.00879,39,70.0,None
44.95521,-93.00572,49,70.0,None
44.86658,-92.96876,1,NaN,None
44.89201,-92.96250,5,NaN,None
44.89685,-92.93280,9,NaN,None
44.93383,-92.92073,16,NaN,None
45.03049,-92.90933,0,NaN,None
44.90492,-92.88765,2,NaN,None
44.99488,-92.87927,25,NaN,None
44.96639,-93.17275,63,72.0,None
44.90306,-93.15900,42,54.0,None
44.96184,-93.15734,61,71.0,None
44.99066,-93.12772,18,38.0,None
44.93432,-93.12369,61,77.0,None
44.94133,-93.12002,72,71.0,None
44.97399,-93.10007,61,61.0,None
44.96518,-93.09287,38,55.0,None
44.95269,-93.06824,43,63.0,None
44.97680,-93.06467,81,56.0,None
44.99708,-93.03943,28,NaN,None
44.95873,-93.01915,47,56.0,None
44.94558,-93.01831,52,67.0,None
44.96695,-92.95304,34,NaN,None
44.91915,-92.95147,36,NaN,None
45.01380,-92.90888,0,NaN,None
44.93258,-92.89710,7,NaN,None
44.91030,-92.88377,5,NaN,None
44.93619,-93.18154,72,71.0,None
44.91149,-93.17664,45,44.0,None
44.92860,-93.16796,71,69.0,None
44.97200,-93.14235,40,70.0,None
44.97481,-93.14067,41,74.0,None
44.94845,-93.13785,72,56.0,None
44.98266,-93.12271,27,52.0,None
44.93395,-93.11472,55,68.0,None
44.97524,-93.11370,56,53.0,None
45.00300,-93.07738,18,NaN,None
44.99033,-93.07256,19,43.0,None
44.92499,-93.07057,36,31.0,None
45.01601,-93.05645,16,NaN,None
44.97523,-93.05062,56,70.0,None
44.95163,-93.03857,31,44.0,None
44.96043,-93.01267,33,64.0,None
44.97219,-92.99707,26,NaN,None
44.95650,-92.98922,17,NaN,None
45.01941,-92.96630,9,NaN,None
44.97152,-92.96141,29,NaN,None
45.02147,-92.95789,3,NaN,None
